gameid,url,league,split,date,game,patch,playerid,side,position,player,team,champion,ban1,ban2,ban3,ban4,ban5,gamelength,result,kills,deaths,assists,teamkills,teamdeaths,doublekills,triplekills,quadrakills,pentakills,firstblood,firstbloodkill,firstbloodassist,firstbloodvictim,"team kpm",ckpm,firstdragon,dragons,opp_dragons,elementaldrakes,opp_elementaldrakes,infernals,mountains,clouds,oceans,"dragons (type unknown)",elders,opp_elders,firstherald,heralds,opp_heralds,firstbaron,barons,opp_barons,firsttower,towers,opp_towers,firstmidtower,firsttothreetowers,inhibitors,opp_inhibitors,damagetochampions,dpm,damageshare,wardsplaced,wpm,wardskilled,wcpm,controlwardsbought,visionscore,vspm,totalgold,earnedgold,"earned gpm",earnedgoldshare,goldspent,gspd,"total cs",minionkills,monsterkills,monsterkillsownjungle,monsterkillsenemyjungle,cspm,goldat10,xpat10,csat10,opp_goldat10,opp_xpat10,opp_csat10,golddiffat10,xpdiffat10,csdiffat10,goldat15,xpat15,csat15,opp_goldat15,opp_xpat15,opp_csat15,golddiffat15,xpdiffat15,csdiffat15
6205-7819,https://lpl.qq.com/es/stats.shtml?bmid=6205,LPL,2020-2,"2020-06-07 12:04:11",1,10.11,8,Red,mid,FoFo,"Bilibili Gaming",Zoe,Varus,Renekton,Ornn,Graves,Rek'Sai,2017,0,0,2,0,1,14,NULL,NULL,0,0,NULL,0,NULL,NULL,0.0297,0.4462,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10790,320.9717,0.208213,17,0.5057,16,0.4760,7,NULL,NULL,11405,7015,208.6763,0.233952,NULL,NULL,298,282,16,16,0,8.8647,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6205-7819,https://lpl.qq.com/es/stats.shtml?bmid=6205,LPL,2020-2,"2020-06-07 12:04:11",1,10.11,9,Red,bot,Wings,"Bilibili Gaming",Ezreal,Varus,Renekton,Ornn,Graves,Rek'Sai,2017,0,0,2,0,1,14,NULL,NULL,0,0,NULL,0,NULL,NULL,0.0297,0.4462,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,14620,434.9033,0.28212,12,0.3570,20,0.5949,3,NULL,NULL,13233,8843,263.0540,0.294919,NULL,NULL,364,320,44,39,0,10.8280,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6205-7819,https://lpl.qq.com/es/stats.shtml?bmid=6205,LPL,2020-2,"2020-06-07 12:04:11",1,10.11,10,Red,sup,XinMo,"Bilibili Gaming","Tahm Kench",Varus,Renekton,Ornn,Graves,Rek'Sai,2017,0,0,4,1,1,14,NULL,NULL,0,0,NULL,0,NULL,NULL,0.0297,0.4462,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1806,53.7234,0.0348501,51,1.5171,12,0.3570,14,NULL,NULL,6447,2057,61.1899,0.0685948,NULL,NULL,34,34,0,0,0,1.0114,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6205-7819,https://lpl.qq.com/es/stats.shtml?bmid=6205,LPL,2020-2,"2020-06-07 12:04:11",1,10.11,100,Blue,team,,"Vici Gaming",,LeBlanc,Trundle,Yuumi,Hecarim,NULL,2017,1,14,1,48,14,1,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,0.4165,0.4462,NULL,3,2,NULL,NULL,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,1,0,1,10,2,NULL,NULL,NULL,NULL,64229,1910.6296,NULL,148,4.4026,53,1.5766,57,NULL,NULL,64747,42796,1273.0590,NULL,NULL,NULL,1201,931,270,170,29,35.7263,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6205-7819,https://lpl.qq.com/es/stats.shtml?bmid=6205,LPL,2020-2,"2020-06-07 12:04:11",1,10.11,200,Red,team,,"Bilibili Gaming",,Varus,Renekton,Ornn,Graves,Rek'Sai,2017,0,1,14,2,1,14,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0.0297,0.4462,NULL,2,3,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,0,1,0,2,10,NULL,NULL,NULL,NULL,51822,1541.5568,NULL,102,3.0342,77,2.2905,42,NULL,NULL,51935,29984,891.9385,NULL,NULL,NULL,1143,928,215,169,0,34.0010,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6205-7820,https://lpl.qq.com/es/stats.shtml?bmid=6205,LPL,2020-2,"2020-06-07 12:59:54",2,10.11,1,Blue,top,Cube,"Vici Gaming",Jayce,LeBlanc,Yuumi,Zoe,Hecarim,Irelia,1809,1,5,1,6,15,6,NULL,NULL,0,0,NULL,0,NULL,NULL,0.4975,0.6965,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,19833,657.8109,0.291332,16,0.5307,4,0.1327,7,NULL,NULL,12587,8621,285.9370,0.24805,NULL,NULL,277,249,28,20,0,9.1874,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6205-7820,https://lpl.qq.com/es/stats.shtml?bmid=6205,LPL,2020-2,"2020-06-07 12:59:54",2,10.11,2,Blue,jng,Aix,"Vici Gaming",Trundle,LeBlanc,Yuumi,Zoe,Hecarim,Irelia,1809,1,3,0,6,15,6,NULL,NULL,0,0,NULL,1,NULL,NULL,0.4975,0.6965,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5966,197.8773,0.0876361,18,0.5970,21,0.6965,15,NULL,NULL,10111,6145,203.8143,0.176809,NULL,NULL,169,37,132,77,8,5.6053,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6205-7820,https://lpl.qq.com/es/stats.shtml?bmid=6205,LPL,2020-2,"2020-06-07 12:59:54",2,10.11,3,Blue,mid,Forge,"Vici Gaming",Kassadin,LeBlanc,Yuumi,Zoe,Hecarim,Irelia,1809,1,7,4,3,15,6,NULL,NULL,1,0,NULL,0,NULL,NULL,0.4975,0.6965,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,21199,703.1177,0.311397,9,0.2985,11,0.3648,4,NULL,NULL,14293,10327,342.5207,0.297137,NULL,NULL,293,255,38,29,4,9.7181,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6205-7820,https://lpl.qq.com/es/stats.shtml?bmid=6205,LPL,2020-2,"2020-06-07 12:59:54",2,10.11,4,Blue,bot,iBoy,"Vici Gaming",Senna,LeBlanc,Yuumi,Zoe,Hecarim,Irelia,1809,1,0,1,11,15,6,NULL,NULL,0,0,NULL,0,NULL,NULL,0.4975,0.6965,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,16457,545.8375,0.241741,36,1.1940,32,1.0614,9,NULL,NULL,8518,4552,150.9784,0.130974,NULL,NULL,82,69,13,8,0,2.7197,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6205-7820,https://lpl.qq.com/es/stats.shtml?bmid=6205,LPL,2020-2,"2020-06-07 12:59:54",2,10.11,5,Blue,sup,Hang,"Vici Gaming","Tahm Kench",LeBlanc,Yuumi,Zoe,Hecarim,Irelia,1809,1,0,0,6,15,6,NULL,NULL,0,0,NULL,0,NULL,NULL,0.4975,0.6965,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4622,153.3002,0.0678937,11,0.3648,5,0.1658,11,NULL,NULL,9076,5110,169.4859,0.14703,NULL,NULL,200,200,0,0,0,6.6335,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6205-7820,https://lpl.qq.com/es/stats.shtml?bmid=6205,LPL,2020-2,"2020-06-07 12:59:54",2,10.11,6,Red,top,Kingen,"Bilibili Gaming",Camille,Varus,Renekton,Syndra,Mordekaiser,Wukong,1809,0,1,5,2,6,15,NULL,NULL,0,0,NULL,0,NULL,NULL,0.1990,0.6965,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,11121,368.8557,0.197686,8,0.2653,7,0.2322,3,NULL,NULL,9896,5930,196.6833,0.207169,NULL,NULL,236,236,0,0,0,7.8275,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6205-7820,https://lpl.qq.com/es/stats.shtml?bmid=6205,LPL,2020-2,"2020-06-07 12:59:54",2,10.11,7,Red,jng,l3est16,"Bilibili Gaming",Graves,Varus,Renekton,Syndra,Mordekaiser,Wukong,1809,0,2,2,3,6,15,NULL,NULL,0,0,NULL,0,NULL,NULL,0.1990,0.6965,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,11223,372.2388,0.199499,28,0.9287,13,0.4312,10,NULL,NULL,10405,6439,213.5655,0.224951,NULL,NULL,215,59,156,122,5,7.1310,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6205-7820,https://lpl.qq.com/es/stats.shtml?bmid=6205,LPL,2020-2,"2020-06-07 12:59:54",2,10.11,8,Red,mid,FoFo,"Bilibili Gaming","Twisted Fate",Varus,Renekton,Syndra,Mordekaiser,Wukong,1809,0,0,4,6,6,15,NULL,NULL,0,0,NULL,0,NULL,NULL,0.1990,0.6965,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12864,426.6667,0.228669,16,0.5307,2,0.0663,7,NULL,NULL,9714,5748,190.6468,0.200811,NULL,NULL,202,190,12,9,0,6.6998,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6205-7820,https://lpl.qq.com/es/stats.shtml?bmid=6205,LPL,2020-2,"2020-06-07 12:59:54",2,10.11,9,Red,bot,Wings,"Bilibili Gaming",Kalista,Varus,Renekton,Syndra,Mordekaiser,Wukong,1809,0,2,2,1,6,15,NULL,NULL,0,0,NULL,0,NULL,NULL,0.1990,0.6965,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,13875,460.1990,0.24664,17,0.5638,11,0.3648,4,NULL,NULL,11791,7825,259.5357,0.273371,NULL,NULL,302,267,35,33,0,10.0166,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6205-7820,https://lpl.qq.com/es/stats.shtml?bmid=6205,LPL,2020-2,"2020-06-07 12:59:54",2,10.11,10,Red,sup,XinMo,"Bilibili Gaming",Bard,Varus,Renekton,Syndra,Mordekaiser,Wukong,1809,0,1,2,3,6,15,NULL,NULL,0,0,NULL,0,NULL,NULL,0.1990,0.6965,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7173,237.9104,0.127506,52,1.7247,7,0.2322,14,NULL,NULL,6648,2682,88.9552,0.0936983,NULL,NULL,28,28,0,0,0,0.9287,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6205-7820,https://lpl.qq.com/es/stats.shtml?bmid=6205,LPL,2020-2,"2020-06-07 12:59:54",2,10.11,100,Blue,team,,"Vici Gaming",,LeBlanc,Yuumi,Zoe,Hecarim,Irelia,1809,1,15,6,32,15,6,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,0.4975,0.6965,NULL,4,1,NULL,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,7,2,NULL,NULL,NULL,NULL,68077,2257.9436,NULL,90,2.9851,73,2.4212,46,NULL,NULL,54585,34755,1152.7363,NULL,NULL,NULL,1021,810,211,134,12,33.8640,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6205-7820,https://lpl.qq.com/es/stats.shtml?bmid=6205,LPL,2020-2,"2020-06-07 12:59:54",2,10.11,200,Red,team,,"Bilibili Gaming",,Varus,Renekton,Syndra,Mordekaiser,Wukong,1809,0,6,15,15,6,15,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0.1990,0.6965,NULL,1,4,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,0,0,1,2,7,NULL,NULL,NULL,NULL,56256,1865.8706,NULL,121,4.0133,40,1.3267,38,NULL,NULL,48454,28624,949.3864,NULL,NULL,NULL,983,780,203,164,5,32.6036,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ESPORTSTMNT04/1230195,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT04/1230195?gameHash=b15db6236736342a,TCL,2020-2,"2020-06-07 13:03:12",1,10.11,1,Blue,top,Matilda,"Royal Youth",Renekton,Kalista,Syndra,Thresh,Kennen,Aatrox,2253,1,3,2,12,21,10,0,0,0,0,1,1,0,0,0.5593,0.8256,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,14970,398.6684,0.18684,19,0.5060,8,0.2130,6,38,1.0120,15767,10895,290.1465,0.240809,14800,NULL,287,271,16,8,4,7.6431,3820,5267,79,2730,3833,61,1090,1434,18,6076,7861,125,4591,6043,94,1485,1818,31
ESPORTSTMNT04/1230195,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT04/1230195?gameHash=b15db6236736342a,TCL,2020-2,"2020-06-07 13:03:12",1,10.11,2,Blue,jng,Typhoon,"Royal Youth",Sylas,Kalista,Syndra,Thresh,Kennen,Aatrox,2253,1,7,2,5,21,10,2,0,0,0,0,0,0,0,0.5593,0.8256,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,17606,468.8682,0.21974,11,0.2929,8,0.2130,13,47,1.2517,14242,9370,249.5340,0.207104,13725,NULL,222,32,190,97,20,5.9121,2907,2932,59,2697,2607,50,210,325,9,5607,5198,84,4114,4500,81,1493,698,3
ESPORTSTMNT04/1230195,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT04/1230195?gameHash=b15db6236736342a,TCL,2020-2,"2020-06-07 13:03:12",1,10.11,3,Blue,mid,Pulse,"Royal Youth",Azir,Kalista,Syndra,Thresh,Kennen,Aatrox,2253,1,4,3,9,21,10,1,0,0,0,0,0,0,0,0.5593,0.8256,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,20830,554.7270,0.259979,19,0.5060,8,0.2130,9,40,1.0652,15318,10446,278.1891,0.230886,14425,NULL,321,289,32,32,0,8.5486,3456,5109,97,3290,4633,86,166,476,11,5332,7281,134,4922,7012,130,410,269,4
ESPORTSTMNT04/1230195,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT04/1230195?gameHash=b15db6236736342a,TCL,2020-2,"2020-06-07 13:03:12",1,10.11,4,Blue,bot,24,"Royal Youth",Aphelios,Kalista,Syndra,Thresh,Kennen,Aatrox,2253,1,6,2,7,21,10,1,0,0,0,0,0,0,0,0.5593,0.8256,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,22348,595.1531,0.278925,12,0.3196,8,0.2130,2,31,0.8256,15380,10508,279.8402,0.232256,12750,NULL,307,273,34,21,8,8.1758,3223,2824,86,3258,2902,87,-35,-78,-1,4913,4880,135,5148,4368,130,-235,512,5
ESPORTSTMNT04/1230195,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT04/1230195?gameHash=b15db6236736342a,TCL,2020-2,"2020-06-07 13:03:12",1,10.11,5,Blue,sup,Beplush810,"Royal Youth",Nautilus,Kalista,Syndra,Thresh,Kennen,Aatrox,2253,1,1,1,13,21,10,0,0,0,0,0,0,0,0,0.5593,0.8256,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,4368,116.3249,0.0545169,55,1.4647,11,0.2929,15,104,2.7696,8896,4024,107.1638,0.0889454,8175,NULL,35,34,1,0,0,0.9321,1905,2789,12,2061,2782,12,-156,7,0,3115,4277,21,3014,4185,17,101,92,4
ESPORTSTMNT04/1230195,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT04/1230195?gameHash=b15db6236736342a,TCL,2020-2,"2020-06-07 13:03:12",1,10.11,6,Red,top,Oncan,"5 Ronin",Mordekaiser,Zoe,Varus,Sett,Elise,Kindred,2253,0,1,7,1,10,21,0,0,0,0,0,0,0,1,0.2663,0.8256,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,9898,263.5952,0.119864,5,0.1332,5,0.1332,3,24,0.6391,11681,6809,181.3316,0.182006,11775,NULL,233,216,17,15,0,6.2051,2730,3833,61,3820,5267,79,-1090,-1434,-18,4591,6043,94,6076,7861,125,-1485,-1818,-31
ESPORTSTMNT04/1230195,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT04/1230195?gameHash=b15db6236736342a,TCL,2020-2,"2020-06-07 13:03:12",1,10.11,7,Red,jng,Robin,"5 Ronin",Trundle,Zoe,Varus,Sett,Elise,Kindred,2253,0,0,6,7,10,21,0,0,0,0,0,0,0,0,0.2663,0.8256,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1,6187,164.7670,0.074924,12,0.3196,19,0.5060,11,58,1.5446,9368,4496,119.7337,0.120182,8945,NULL,132,25,107,79,0,3.5153,2697,2607,50,2907,2932,59,-210,-325,-9,4114,4500,81,5607,5198,84,-1493,-698,-3
ESPORTSTMNT04/1230195,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT04/1230195?gameHash=b15db6236736342a,TCL,2020-2,"2020-06-07 13:03:12",1,10.11,8,Red,mid,Umut,"5 Ronin",Corki,Zoe,Varus,Sett,Elise,Kindred,2253,0,5,3,1,10,21,0,0,0,0,0,0,0,0,0.2663,0.8256,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,26463,704.7403,0.320465,19,0.5060,9,0.2397,8,57,1.5180,17185,12313,327.9095,0.329123,16533,NULL,382,334,48,32,0,10.1731,3290,4633,86,3456,5109,97,-166,-476,-11,4922,7012,130,5332,7281,134,-410,-269,-4
ESPORTSTMNT04/1230195,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT04/1230195?gameHash=b15db6236736342a,TCL,2020-2,"2020-06-07 13:03:12",1,10.11,9,Red,bot,"Husky Rider","5 Ronin",Ezreal,Zoe,Varus,Sett,Elise,Kindred,2253,0,4,3,3,10,21,0,0,0,0,0,0,0,0,0.2663,0.8256,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1,29877,795.6591,0.361808,16,0.4261,9,0.2397,7,36,0.9587,15833,10961,291.9041,0.292985,14933,NULL,366,334,32,31,0,9.7470,3258,2902,87,3223,2824,86,35,78,1,5148,4368,130,4913,4880,135,235,-512,-5
ESPORTSTMNT04/1230195,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT04/1230195?gameHash=b15db6236736342a,TCL,2020-2,"2020-06-07 13:03:12",1,10.11,10,Red,sup,Brolia,"5 Ronin",Yuumi,Zoe,Varus,Sett,Elise,Kindred,2253,0,0,2,7,10,21,0,0,0,0,0,0,0,0,0.2663,0.8256,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,10152,270.3595,0.12294,54,1.4381,3,0.0799,17,78,2.0772,7704,2832,75.4194,0.0757043,7475,NULL,27,27,0,0,0,0.7190,2061,2782,12,1905,2789,12,156,-7,0,3014,4185,17,3115,4277,21,-101,-92,-4
ESPORTSTMNT04/1230195,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT04/1230195?gameHash=b15db6236736342a,TCL,2020-2,"2020-06-07 13:03:12",1,10.11,100,Blue,team,,"Royal Youth",,Kalista,Syndra,Thresh,Kennen,Aatrox,2253,1,21,10,46,21,10,4,0,0,0,1,NULL,NULL,NULL,0.5593,0.8256,0,4,1,4,1,0,0,1,3,0,0,0,1,2,0,1,1,1,1,11,2,1,1,3,0,80122,2133.7417,NULL,116,3.0892,43,1.1451,45,260,6.9241,69603,45244,1204.9001,NULL,63875,0.068223,NULL,899,273,158,32,31.2117,15311,18921,333,14036,16757,296,1275,2164,37,25043,29497,499,21789,26108,452,3254,3389,47
ESPORTSTMNT04/1230195,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT04/1230195?gameHash=b15db6236736342a,TCL,2020-2,"2020-06-07 13:03:12",1,10.11,200,Red,team,,"5 Ronin",,Zoe,Varus,Sett,Elise,Kindred,2253,0,10,21,19,10,21,0,0,0,0,0,NULL,NULL,NULL,0.2663,0.8256,1,1,4,1,4,1,0,0,0,0,0,0,0,0,2,0,1,1,0,2,11,0,0,0,3,82577,2199.1212,NULL,106,2.8229,45,1.1984,46,253,6.7377,61771,37412,996.3249,NULL,59661,-0.068223,NULL,936,204,157,0,30.3595,14036,16757,296,15311,18921,333,-1275,-2164,-37,21789,26108,452,25043,29497,499,-3254,-3389,-47
ESPORTSTMNT04/1230203,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT04/1230203?gameHash=205c19725dfd7739&amp;tab=overview,TCL,2020-2,"2020-06-07 14:12:46",1,10.11,1,Blue,top,Luana,Galakticos,Renekton,LeBlanc,Ornn,Trundle,Yuumi,Braum,2557,1,8,1,7,25,11,0,0,0,0,0,0,0,0,0.5866,0.8447,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,20057,470.6375,0.237693,19,0.4458,13,0.3050,5,45,1.0559,19764,14272,334.8925,0.274029,18625,NULL,370,331,39,28,1,8.6820,2972,4051,70,3191,4133,79,-219,-82,-9,5372,7258,121,4726,6352,115,646,906,6
ESPORTSTMNT04/1230203,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT04/1230203?gameHash=205c19725dfd7739&amp;tab=overview,TCL,2020-2,"2020-06-07 14:12:46",1,10.11,2,Blue,jng,Stefan,Galakticos,"Lee Sin",LeBlanc,Ornn,Trundle,Yuumi,Braum,2557,1,6,2,15,25,11,0,0,0,0,0,0,0,0,0.5866,0.8447,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,14681,344.4896,0.173983,25,0.5866,20,0.4693,14,75,1.7599,15331,9839,230.8721,0.188914,14525,NULL,220,44,176,93,16,5.1623,3340,3976,71,2713,2676,49,627,1300,22,4994,5679,101,4483,4763,84,511,916,17
ESPORTSTMNT04/1230203,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT04/1230203?gameHash=205c19725dfd7739&amp;tab=overview,TCL,2020-2,"2020-06-07 14:12:46",1,10.11,3,Blue,mid,xKenzuke,Galakticos,Pantheon,LeBlanc,Ornn,Trundle,Yuumi,Braum,2557,1,3,6,13,25,11,0,0,0,0,0,0,0,0,0.5866,0.8447,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,0,14512,340.5241,0.17198,22,0.5162,5,0.1173,8,39,0.9151,14338,8846,207.5714,0.169848,13350,NULL,241,233,8,4,4,5.6551,2910,3971,69,3071,4602,81,-161,-631,-12,4150,5543,95,4600,7171,122,-450,-1628,-27
