gameid,url,league,split,date,game,patch,playerid,side,position,player,team,champion,ban1,ban2,ban3,ban4,ban5,gamelength,result,kills,deaths,assists,teamkills,teamdeaths,doublekills,triplekills,quadrakills,pentakills,firstblood,firstbloodkill,firstbloodassist,firstbloodvictim,"team kpm",ckpm,firstdragon,dragons,opp_dragons,elementaldrakes,opp_elementaldrakes,infernals,mountains,clouds,oceans,"dragons (type unknown)",elders,opp_elders,firstherald,heralds,opp_heralds,firstbaron,barons,opp_barons,firsttower,towers,opp_towers,firstmidtower,firsttothreetowers,inhibitors,opp_inhibitors,damagetochampions,dpm,damageshare,wardsplaced,wpm,wardskilled,wcpm,controlwardsbought,visionscore,vspm,totalgold,earnedgold,"earned gpm",earnedgoldshare,goldspent,gspd,"total cs",minionkills,monsterkills,monsterkillsownjungle,monsterkillsenemyjungle,cspm,goldat10,xpat10,csat10,opp_goldat10,opp_xpat10,opp_csat10,golddiffat10,xpdiffat10,csdiffat10,goldat15,xpat15,csat15,opp_goldat15,opp_xpat15,opp_csat15,golddiffat15,xpdiffat15,csdiffat15
6200-7809,https://lpl.qq.com/es/stats.shtml?bmid=6200,LPL,2020-2,"2020-06-05 11:10:57",3,10.11,9,Red,bot,Jiumeng,"Team WE",Ashe,Varus,Graves,Azir,Mordekaiser,Wukong,1823,1,3,1,11,17,7,NULL,NULL,0,0,NULL,0,NULL,NULL,0.5595,0.7899,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,14038,462.0296,0.270643,13,0.4279,11,0.3620,6,NULL,NULL,12682,8687,285.9133,0.2294,NULL,NULL,264,222,42,22,12,8.6890,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6200-7809,https://lpl.qq.com/es/stats.shtml?bmid=6200,LPL,2020-2,"2020-06-05 11:10:57",3,10.11,10,Red,sup,Missing,"Team WE",Sett,Varus,Graves,Azir,Mordekaiser,Wukong,1823,1,1,2,15,17,7,NULL,NULL,0,0,NULL,0,NULL,NULL,0.5595,0.7899,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10467,344.4981,0.201797,49,1.6127,21,0.6912,14,NULL,NULL,8131,4136,136.1273,0.109227,NULL,NULL,42,42,0,0,0,1.3823,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6200-7809,https://lpl.qq.com/es/stats.shtml?bmid=6200,LPL,2020-2,"2020-06-05 11:10:57",3,10.11,100,Blue,team,,"EDward Gaming",,Karma,Ornn,Aphelios,Ezreal,Kai'Sa,1823,0,7,17,13,7,17,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,0.2304,0.7899,NULL,1,4,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,0,2,0,2,9,NULL,NULL,NULL,NULL,59838,1969.4350,NULL,109,3.5875,30,0.9874,51,NULL,NULL,47222,27249,896.8404,NULL,NULL,NULL,908,746,162,125,4,29.8848,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6200-7809,https://lpl.qq.com/es/stats.shtml?bmid=6200,LPL,2020-2,"2020-06-05 11:10:57",3,10.11,200,Red,team,,"Team WE",,Varus,Graves,Azir,Mordekaiser,Wukong,1823,1,17,7,50,17,7,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0.5595,0.7899,NULL,4,1,NULL,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,NULL,2,0,1,9,2,NULL,NULL,NULL,NULL,51869,1707.1530,NULL,89,2.9292,50,1.6456,40,NULL,NULL,57843,37870,1246.4070,NULL,NULL,NULL,955,736,219,126,24,31.4317,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6201-7810,https://lpl.qq.com/es/stats.shtml?bmid=6201,LPL,2020-2,"2020-06-05 12:11:29",1,10.11,1,Blue,top,chenlun17,"LNG Esports",Jayce,"Twisted Fate",Karma,Graves,NULL,NULL,2142,0,5,0,0,6,13,NULL,NULL,0,0,NULL,1,NULL,NULL,0.1681,0.5322,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22855,640.1961,0.341384,16,0.4482,14,0.3922,4,NULL,NULL,14625,9980,279.5518,0.31055,NULL,NULL,339,321,18,15,0,9.4958,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6201-7810,https://lpl.qq.com/es/stats.shtml?bmid=6201,LPL,2020-2,"2020-06-05 12:11:29",1,10.11,2,Blue,jng,Xx,"LNG Esports",Trundle,"Twisted Fate",Karma,Graves,NULL,NULL,2142,0,0,3,4,6,13,NULL,NULL,0,0,NULL,1,NULL,NULL,0.1681,0.5322,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5692,159.4398,0.0850212,10,0.2801,24,0.6723,11,NULL,NULL,9296,4651,130.2801,0.144722,NULL,NULL,170,31,139,100,0,4.7619,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6201-7810,https://lpl.qq.com/es/stats.shtml?bmid=6201,LPL,2020-2,"2020-06-05 12:11:29",1,10.11,3,Blue,mid,Maple,"LNG Esports",Zoe,"Twisted Fate",Karma,Graves,NULL,NULL,2142,0,0,3,3,6,13,NULL,NULL,0,0,NULL,1,NULL,NULL,0.1681,0.5322,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,14383,402.8852,0.214838,19,0.5322,6,0.1681,7,NULL,NULL,11065,6420,179.8319,0.19977,NULL,NULL,261,249,12,8,4,7.3109,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6201-7810,https://lpl.qq.com/es/stats.shtml?bmid=6201,LPL,2020-2,"2020-06-05 12:11:29",1,10.11,4,Blue,bot,Light,"LNG Esports",Aphelios,"Twisted Fate",Karma,Graves,NULL,NULL,2142,0,1,2,3,6,13,NULL,NULL,0,0,NULL,1,NULL,NULL,0.1681,0.5322,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,19675,551.1204,0.293885,15,0.4202,13,0.3641,8,NULL,NULL,13300,8655,242.4370,0.269319,NULL,NULL,326,304,22,21,0,9.1317,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6201-7810,https://lpl.qq.com/es/stats.shtml?bmid=6201,LPL,2020-2,"2020-06-05 12:11:29",1,10.11,5,Blue,sup,Iwandy,"LNG Esports",Nautilus,"Twisted Fate",Karma,Graves,NULL,NULL,2142,0,0,5,2,6,13,NULL,NULL,0,0,NULL,1,NULL,NULL,0.1681,0.5322,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4343,121.6527,0.0648712,74,2.0728,24,0.6723,26,NULL,NULL,7076,2431,68.0952,0.0756395,NULL,NULL,44,44,0,0,0,1.2325,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6201-7810,https://lpl.qq.com/es/stats.shtml?bmid=6201,LPL,2020-2,"2020-06-05 12:11:29",1,10.11,6,Red,top,Bin,Suning,Aatrox,Varus,Yuumi,Kalista,NULL,NULL,2142,1,2,0,7,13,6,NULL,NULL,0,0,NULL,1,NULL,NULL,0.3641,0.5322,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,13187,369.3838,0.194464,17,0.4762,7,0.1961,5,NULL,NULL,15747,11102,310.9804,0.253293,NULL,NULL,370,302,68,52,5,10.3641,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6201-7810,https://lpl.qq.com/es/stats.shtml?bmid=6201,LPL,2020-2,"2020-06-05 12:11:29",1,10.11,7,Red,jng,SofM,Suning,"Jarvan IV",Varus,Yuumi,Kalista,NULL,NULL,2142,1,0,3,7,13,6,NULL,NULL,0,0,NULL,1,NULL,NULL,0.3641,0.5322,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4848,135.7983,0.0714918,61,1.7087,38,1.0644,15,NULL,NULL,11152,6507,182.2689,0.148455,NULL,NULL,191,53,138,79,23,5.3501,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6201-7810,https://lpl.qq.com/es/stats.shtml?bmid=6201,LPL,2020-2,"2020-06-05 12:11:29",1,10.11,8,Red,mid,Angel,Suning,Syndra,Varus,Yuumi,Kalista,NULL,NULL,2142,1,4,0,7,13,6,NULL,NULL,0,0,NULL,1,NULL,NULL,0.3641,0.5322,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,16220,454.3417,0.239191,24,0.6723,11,0.3081,12,NULL,NULL,14602,9957,278.9076,0.227169,NULL,NULL,307,277,30,10,8,8.5994,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6201-7810,https://lpl.qq.com/es/stats.shtml?bmid=6201,LPL,2020-2,"2020-06-05 12:11:29",1,10.11,9,Red,bot,huanfeng,Suning,Ezreal,Varus,Yuumi,Kalista,NULL,NULL,2142,1,7,1,4,13,6,NULL,NULL,0,0,NULL,1,NULL,NULL,0.3641,0.5322,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,27745,777.1709,0.409146,16,0.4482,10,0.2801,5,NULL,NULL,16875,12230,342.5770,0.279029,NULL,NULL,366,319,47,35,0,10.2521,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6201-7810,https://lpl.qq.com/es/stats.shtml?bmid=6201,LPL,2020-2,"2020-06-05 12:11:29",1,10.11,10,Red,sup,SwordArt,Suning,Sett,Varus,Yuumi,Kalista,NULL,NULL,2142,1,0,2,7,13,6,NULL,NULL,0,0,NULL,1,NULL,NULL,0.3641,0.5322,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5812,162.8011,0.0857075,58,1.6246,13,0.3641,20,NULL,NULL,8680,4035,113.0252,0.0920547,NULL,NULL,43,39,4,0,0,1.2045,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6201-7810,https://lpl.qq.com/es/stats.shtml?bmid=6201,LPL,2020-2,"2020-06-05 12:11:29",1,10.11,100,Blue,team,,"LNG Esports",,"Twisted Fate",Karma,Graves,NULL,NULL,2142,0,6,13,12,6,13,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.1681,0.5322,NULL,2,3,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,3,11,NULL,NULL,NULL,NULL,66948,1875.2941,NULL,134,3.7535,81,2.2689,56,NULL,NULL,55362,32136,900.1681,NULL,NULL,NULL,1140,949,191,144,4,31.9328,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6201-7810,https://lpl.qq.com/es/stats.shtml?bmid=6201,LPL,2020-2,"2020-06-05 12:11:29",1,10.11,200,Red,team,,Suning,,Varus,Yuumi,Kalista,NULL,NULL,2142,1,13,6,32,13,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.3641,0.5322,NULL,3,2,NULL,NULL,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,11,3,NULL,NULL,NULL,NULL,67812,1899.4958,NULL,176,4.9300,79,2.2129,57,NULL,NULL,67056,43830,1227.7311,NULL,NULL,NULL,1277,990,287,176,36,35.7703,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6201-7811,https://lpl.qq.com/es/stats.shtml?bmid=6201,LPL,2020-2,"2020-06-05 13:06:52",2,10.11,1,Blue,top,chenlun17,"LNG Esports",Renekton,"Twisted Fate",Karma,Ezreal,Bard,Nautilus,1800,0,0,5,1,5,15,NULL,NULL,0,0,NULL,0,NULL,NULL,0.1667,0.6667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6692,223.0667,0.173238,15,0.5000,3,0.1000,6,NULL,NULL,9516,5568,185.6000,0.203122,NULL,NULL,242,234,8,8,0,8.0667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6201-7811,https://lpl.qq.com/es/stats.shtml?bmid=6201,LPL,2020-2,"2020-06-05 13:06:52",2,10.11,2,Blue,jng,Xx,"LNG Esports",Nidalee,"Twisted Fate",Karma,Ezreal,Bard,Nautilus,1800,0,3,4,1,5,15,NULL,NULL,0,0,NULL,0,NULL,NULL,0.1667,0.6667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6706,223.5333,0.1736,32,1.0667,19,0.6333,10,NULL,NULL,10738,6790,226.3333,0.247698,NULL,NULL,198,24,174,118,0,6.6000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6201-7811,https://lpl.qq.com/es/stats.shtml?bmid=6201,LPL,2020-2,"2020-06-05 13:06:52",2,10.11,3,Blue,mid,Maple,"LNG Esports",Syndra,"Twisted Fate",Karma,Ezreal,Bard,Nautilus,1800,0,2,3,2,5,15,NULL,NULL,0,0,NULL,1,NULL,NULL,0.1667,0.6667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9027,300.9000,0.233685,14,0.4667,3,0.1000,5,NULL,NULL,11186,7238,241.2667,0.26404,NULL,NULL,266,250,16,16,0,8.8667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6201-7811,https://lpl.qq.com/es/stats.shtml?bmid=6201,LPL,2020-2,"2020-06-05 13:06:52",2,10.11,4,Blue,bot,Light,"LNG Esports",Senna,"Twisted Fate",Karma,Ezreal,Bard,Nautilus,1800,0,0,1,4,5,15,NULL,NULL,0,0,NULL,0,NULL,NULL,0.1667,0.6667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8719,290.6333,0.225711,40,1.3333,8,0.2667,7,NULL,NULL,6875,2927,97.5667,0.106785,NULL,NULL,40,36,4,0,4,1.3333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6201-7811,https://lpl.qq.com/es/stats.shtml?bmid=6201,LPL,2020-2,"2020-06-05 13:06:52",2,10.11,5,Blue,sup,Iwandy,"LNG Esports",Maokai,"Twisted Fate",Karma,Ezreal,Bard,Nautilus,1800,0,0,2,3,5,15,NULL,NULL,0,0,NULL,0,NULL,NULL,0.1667,0.6667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7485,249.5000,0.193766,13,0.4333,5,0.1667,7,NULL,NULL,8837,4889,162.9667,0.178354,NULL,NULL,194,194,0,0,0,6.4667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6201-7811,https://lpl.qq.com/es/stats.shtml?bmid=6201,LPL,2020-2,"2020-06-05 13:06:52",2,10.11,6,Red,top,Bin,Suning,Wukong,Varus,Yuumi,Kalista,Graves,Rek'Sai,1800,1,4,0,7,15,5,NULL,NULL,0,0,NULL,0,NULL,NULL,0.5000,0.6667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,18838,627.9333,0.284678,10,0.3333,1,0.0333,4,NULL,NULL,14436,10488,349.6000,0.289671,NULL,NULL,310,278,32,21,5,10.3333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6201-7811,https://lpl.qq.com/es/stats.shtml?bmid=6201,LPL,2020-2,"2020-06-05 13:06:52",2,10.11,7,Red,jng,SofM,Suning,"Lee Sin",Varus,Yuumi,Kalista,Graves,Rek'Sai,1800,1,4,1,8,15,5,NULL,NULL,0,0,NULL,0,NULL,NULL,0.5000,0.6667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9180,306.0000,0.138727,21,0.7000,11,0.3667,12,NULL,NULL,10566,6618,220.6000,0.182788,NULL,NULL,177,25,152,105,10,5.9000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6201-7811,https://lpl.qq.com/es/stats.shtml?bmid=6201,LPL,2020-2,"2020-06-05 13:06:52",2,10.11,8,Red,mid,Angel,Suning,LeBlanc,Varus,Yuumi,Kalista,Graves,Rek'Sai,1800,1,1,2,7,15,5,NULL,NULL,0,0,NULL,0,NULL,NULL,0.5000,0.6667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10206,340.2000,0.154232,21,0.7000,8,0.2667,10,NULL,NULL,10128,6180,206.0000,0.170692,NULL,NULL,229,221,8,8,0,7.6333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6201-7811,https://lpl.qq.com/es/stats.shtml?bmid=6201,LPL,2020-2,"2020-06-05 13:06:52",2,10.11,9,Red,bot,huanfeng,Suning,Aphelios,Varus,Yuumi,Kalista,Graves,Rek'Sai,1800,1,4,1,4,15,5,NULL,NULL,0,0,NULL,0,NULL,NULL,0.5000,0.6667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,24532,817.7333,0.370725,11,0.3667,12,0.4000,4,NULL,NULL,13536,9588,319.6000,0.264814,NULL,NULL,307,281,26,17,0,10.2333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6201-7811,https://lpl.qq.com/es/stats.shtml?bmid=6201,LPL,2020-2,"2020-06-05 13:06:52",2,10.11,10,Red,sup,SwordArt,Suning,Thresh,Varus,Yuumi,Kalista,Graves,Rek'Sai,1800,1,2,1,7,15,5,NULL,NULL,0,0,NULL,0,NULL,NULL,0.5000,0.6667,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3417,113.9000,0.0516374,48,1.6000,15,0.5000,18,NULL,NULL,7280,3332,111.0667,0.0920349,NULL,NULL,46,46,0,0,0,1.5333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6201-7811,https://lpl.qq.com/es/stats.shtml?bmid=6201,LPL,2020-2,"2020-06-05 13:06:52",2,10.11,100,Blue,team,,"LNG Esports",,"Twisted Fate",Karma,Ezreal,Bard,Nautilus,1800,0,5,15,11,5,15,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,0.1667,0.6667,NULL,2,3,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,0,0,1,3,8,NULL,NULL,NULL,NULL,38629,1287.6333,NULL,114,3.8000,38,1.2667,35,NULL,NULL,47152,27414,913.8000,NULL,NULL,NULL,940,738,202,142,4,31.3333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6201-7811,https://lpl.qq.com/es/stats.shtml?bmid=6201,LPL,2020-2,"2020-06-05 13:06:52",2,10.11,200,Red,team,,Suning,,Varus,Yuumi,Kalista,Graves,Rek'Sai,1800,1,15,5,33,15,5,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0.5000,0.6667,NULL,3,2,NULL,NULL,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,8,3,NULL,NULL,NULL,NULL,66173,2205.7667,NULL,111,3.7000,47,1.5667,48,NULL,NULL,55946,36208,1206.9333,NULL,NULL,NULL,1069,851,218,151,15,35.6333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6202-7812,https://lpl.qq.com/es/stats.shtml?bmid=6202,LPL,2020-2,"2020-06-06 09:14:48",1,10.11,1,Blue,top,Biubiu,"Victory Five",Aatrox,Nidalee,Rek'Sai,Zilean,"Jarvan IV",Wukong,2040,1,4,1,3,22,8,NULL,NULL,0,0,NULL,1,NULL,NULL,0.6471,0.8824,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10772,316.8235,0.165601,14,0.4118,4,0.1176,11,NULL,NULL,13224,8787,258.4412,0.194398,NULL,NULL,232,189,43,19,8,6.8235,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6202-7812,https://lpl.qq.com/es/stats.shtml?bmid=6202,LPL,2020-2,"2020-06-06 09:14:48",1,10.11,2,Blue,jng,Weiwei,"Victory Five","Lee Sin",Nidalee,Rek'Sai,Zilean,"Jarvan IV",Wukong,2040,1,4,0,12,22,8,NULL,NULL,0,0,NULL,0,NULL,NULL,0.6471,0.8824,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10371,305.0294,0.159436,20,0.5882,19,0.5588,10,NULL,NULL,12668,8231,242.0882,0.182097,NULL,NULL,188,31,157,71,25,5.5294,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6202-7812,https://lpl.qq.com/es/stats.shtml?bmid=6202,LPL,2020-2,"2020-06-06 09:14:48",1,10.11,3,Blue,mid,Mole,"Victory Five",Zoe,Nidalee,Rek'Sai,Zilean,"Jarvan IV",Wukong,2040,1,7,2,10,22,8,NULL,NULL,0,0,NULL,0,NULL,NULL,0.6471,0.8824,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,24501,720.6176,0.37666,6,0.1765,5,0.1471,3,NULL,NULL,14449,10012,294.4706,0.2215,NULL,NULL,250,226,24,20,4,7.3529,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6202-7812,https://lpl.qq.com/es/stats.shtml?bmid=6202,LPL,2020-2,"2020-06-06 09:14:48",1,10.11,4,Blue,bot,Samd,"Victory Five",Kalista,Nidalee,Rek'Sai,Zilean,"Jarvan IV",Wukong,2040,1,6,2,9,22,8,NULL,NULL,1,0,NULL,0,NULL,NULL,0.6471,0.8824,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,14064,413.6471,0.21621,17,0.5000,15,0.4412,6,NULL,NULL,18200,13763,404.7941,0.304487,NULL,NULL,371,319,52,23,28,10.9118,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
